,Project Name,City,Local,Project Type,Bid Type,Design Type,Estimator,DEPT, Base Bid ,Bid Status
243,Lido Elevator Generator budget,Newport Beach, 441 OC , TI , Budget , Design/Build , Doyle , S.P. ,155000,Lost
244,Irvine Oaks Executive Park,Irvine , 441 OC , Site , Competitive , Engineered , Rudy , Est. ,54500,Lost
245,PIH Health 4th Floor Remodel,Whittier , 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,675000,Lost
246,Bbraun Ring Mould Demo,Irvine, 441 OC , Industrial , Competitive , Design/Build , Doyle , S.P. ,45000,Lost
248,First American CRAC 6 Breaker Replacement,Santa Ana, 441 OC , Comercial , Negotiated , Design/Build , Doyle , S.P. ,1190,Awarded
249,Sheppard Mullin Stairwell area lighting replacement,Costa Mesa, 441 OC , TI , Competitive , Design/Build , Doyle , S.P. ,3880,Lost
251,Renaissance Los Angeles Airport Hotel,LA, 11 LA , Fire Alarm , Competitive , Design/ Assist , Rudy , Est. ,695893,Lost
252,MKA Suite 750,Irvine, 441 OC , TI , Competitive , Engineered , Frank , Est. ,50908,Lost
253,Marconi feeder and panel,Irvine, 441 OC , TI , Budget , Design/Build , Doyle , S.P. ,10000,Lost
254,Thales Hollywood Conference Room Outlet,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,930,Awarded
255,Thales Input power for 400HZ generator in Kitchen,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1250,Awarded
256,Thales 400HZ power for Gen 4 line up,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2998,Awarded
257,US Bank Clairmont,Clarmount, 11 LA , TI , Select Bid List , Engineered , Doyle , S.P. ,65447,Awarded
0,Hull & Company,Irvine, 11 LA , TI , Competitive , Engineered , Frank , Est. ,40646,Lost
1,Hoag 2-Sough confrence and Admin,Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Frank , Est. ,121456,Lost
2,"Quest Generator, San Clement",San Clement, 441 OC , TI , Budget , Design/Build , Frank , Est. ,34495,Lost
3,LA VA Hospital Data Conduit,Los Angeles, 11 LA , Hospital , Negotiated , Design/ Assist , Doyle , Est. ,244570,Awarded
4,HHC HB MOB 2nd & 3rd Floor Tenant Improvement,Huntington Beach, 441 OC , TI , Competitive , Engineered , Frank , Est. ,640200,Awarded
5,Thales MG spare addition,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,15330,Awarded
6,EMC2 Whips for new equipment,Irvine, 441 OC , TI , Negotiated , Design/Build , Doyle , S.P. ,5462,Awarded
7,Thales Temp Genset connection,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,83980,Awarded
8,OCC replace lamps in house construction area,Costa Mesa, 441 OC , Site , Select Bid List , Design/Build , Doyle , S.P. ,8180,Awarded
9,Chapman Power for Auto door at Kennedy Law Center,Orange, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2620,Lost
10,VA Loma Linda Data conduit for Phillips system with Datacom,Loma Linda, 11 LA , Hospital , Negotiated , Design/Build , Doyle , S.P. ,115000,Awarded
11,Loma Linda Staff & Student Entrance Cosmetic Upgrade,Loma Linda, 11 LA , Hospital , Competitive , Engineered , Doyle , S.P. ,25800,Awarded
12,HHI RAD exam room,Irvine, 441 OC , Hospital , Select Bid List , Engineered , Bill , P.M. ,8350,Awarded
16,Lido Cell Service for Basement,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,9750,Awarded
17,Kaiser MOB Breeze Way Addition,Brea, 441 OC , TI , Competitive , Engineered , Frank , Est. ,24074,Awarded
18,Thales 51Discovery Demo,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1800,Lost
19,Telepacific new circuits to racks,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1200,Awarded
20,UCI Desk Power Budget,Irvine, 441 OC , TI , Budget , Design/Build , Doyle , S.P. ,49660,Lost
23,"4000 MacArthur, Site Renovations",Newport Beach, 441 OC , Site , Select Bid List , Design/Build , Frank , Est. ,464848,Lost
24,Blizard Restack,Irvine, 441 OC , TI , Select Bid List , Engineered , Rudy , Est. ,138430,Awarded
25,Tustin Nissan Showroom,Tustin, 441 OC , TI , Select Bid List , Engineered , Rudy , Est. ,70990,Lost
26,Fuel Dock Store Panel replacement,Balboa Island, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4791,Lost
27,BIO RAD Bld 9500 add work for HBC,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4380,Awarded
28,Time Warner new outlets for cubicles,Brea, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,745,Awarded
29,Bbraun replace control panel for CoGen #2,Irvine, 441 OC , Comercial , Select Bid List , Design/Build , Doyle , S.P. ,11940,Awarded
31,Metro ROC,Los Angeles, 11 LA , Fire Alarm , Select Bid List , Engineered , Rudy , Est. ,22300,Lost
32,"Thales 51 Discovery, Suite 250",Irvine, 441 OC , TI , Competitive , Engineered , Frank , Est. ,193836,Lost
33,Easvale San Antonio Medica Plaza Bldg,Easvale, 440 RS , Shell , Select Bid List , Engineered , Rudy , Est. ,493420,Lost
34,Neutrogenia MCC Platform,Los Angeles, 11 LA , Industrial , Select Bid List , Engineered , Frank , Est. ,326449,Lost
36,TWC Disconnect UPS and Genset,Orange, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,600,Awarded
37,Hoag Fire Alarm Selective Evacuation,Newport Beach, 441 OC , Hospital , Select Bid List , Design/Build , Bill , P.M. ,22663,Awarded
38,"Acralight Solar 2"" EMT for fiber",Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4149,Lost
39,SpaceX Machine Shop AC Wilkie South,Hawthorne, 11 LA , TI , Negotiated , Engineered , Frank , Est. ,53531,Lost
40,Vista Del Lago Survey,Mission Viejo, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,5000,Awarded
41,Pacific Life Miscellaneous Projects,Newport Beach, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,10723,Awarded
42,Time Warner new outlets and circuits for warehouse,Corona, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3986,Awarded
43,Thales security ac power and o2 alarm wiring,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2095,Awarded
44,HHI Chiller Replacement,Irvine, 441 OC , Hospital , Negotiated , Design/Build , Frank , Est. ,305098,Awarded
45,SpaceX Furniture Revisions Labor Only,Hawthorne, 11 LA , TI , Negotiated , Design/Build , Frank , Est. ,117440,Lost
47,Chapman Cree Conference room fixtures,Orange, 441 OC , TI , Negotiated , Design/Build , Doyle , S.P. ,240,Awarded
48,CHOC Hospital Imagine Suite,Orange, 441 OC , TI , Budget , Design/Build , Frank , Est. ,435197,Lost
49,KBY Law,Newport Beach, 441 OC , TI , Budget , Design/Build , Frank , Est. ,82674,Lost
50,Youngs Car Chargers,Tustin, 441 OC , TI , Negotiated , Design/Build , Doyle , S.P. ,240,Awarded
51,AAA UPS load study,Long Beach, 441 OC , TI , Negotiated , Design/Build , Doyle , S.P. ,1900,Awarded
52,Elevon at El Segundo,El Segundo, 441 OC , Shell , Competitive , Engineered , Rudy , Est. ,2350800,Lost
53,"Chapman LED retrofit 6"" cans",Orange, 441 OC , TI , Competitive , Design/Build , Doyle , S.P. ,7500,Awarded
54,College Hospital Psych Unit HVAC Upgrade,Costa Mesa, 441 OC , Hospital , Budget , Engineered , Doyle , S.P. ,27700,Awarded
55,Thales Chicago Site work,Chicago, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,5500,Awarded
56,Thales Office Reconfiguration,Irvine, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,2200,Lost
57,Providence Burbank Epic Survey,Burbank, 11 LA , Hospital , Select Bid List , Design/ Assist , Doyle , S.P. ,15500,Lost
59,IRWD Fire Suppression Panel Upgrade,Irvine, 441 OC , Fire Alarm , Negotiated , Engineered , Frank , Est. ,9130,Lost
60,Rialto warehouse vandalism repair,Rialto, 441 OC , TI , Budget , Design/Build , Doyle , S.P. ,26700,Awarded
61,HHB 1st Floor Corridor Connection & Entry Expansion,Huntington Beach, 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,69480,Awarded
62,Hoag Hospital Irvine Pharmacy Remodel,Irvine, 441 OC , Hospital , Select Bid List , Engineered , Rudy , Est. ,6900,Awarded
63,Providence Sub Acute Data and Power,Mission Hills, 441 OC , Hospital , Select Bid List , Engineered , Doyle , S.P. ,9937,Awarded
64,College Hospital recepts in reception area,Costa Mesa, 441 OC , Hospital , Select Bid List , Design/ Assist , Doyle , S.P. ,4000,Awarded
65,CCCC Tower of Hope,Garden Grove, 441 OC , TI , Budget , Engineered , Rudy , Est. ,340405,Lost
66,Hilton Garden Inn- Irvine,Irvine, 441 OC , Comercial , Competitive , Engineered , Jeff P. , Est. ,1643700,Lost
67,Thales Server Power rework,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,3570,Awarded
68,The Container Store - Farmers Market LA,Los Angeles, 441 OC , Comercial , Select Bid List , Engineered , Rudy , Est. ,547455,Awarded
69,College Hospital MOB Server room generator connection,Costa Mesa, 441 OC , Comercial , Budget , Design/Build , Doyle , S.P. ,14800,Lost
70,Manulife in ground j box,Irvine, 441 OC , Site , Select Bid List , Design/Build , Doyle , S.P. ,1475,Awarded
72,BBM WFI Still #13,Irvine, 441 OC , Industrial , Competitive , Engineered , Frank , Est. ,105627,Lost
74,CHOC at Mission Sleep Center,Mission Viejo, 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,129800,Lost
75,Los Alamitos MOB TI,Los Alamitos, 441 OC , TI , Competitive , Engineered , Rudy , Est. ,358790,Lost
76,YMCO Conference Room T.I.,Tustin, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,6751,Awarded
78,Pacific Life Showcase Lab,Newport Beach, 441 OC , TI , Negotiated , Engineered , Steve  , Est. ,13657,Awarded
79,Union Bank Brea Corporate Place,Brea, 441 OC , TI , Competitive , Engineered , Frank , Est. ,33368,Lost
80,Bixby GFCI testing and PM ,Seal Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , Est. ,8000,Awarded
81,Ghost group TI,Irvine, 441 OC , TI , Competitive , Engineered , Steve  , Est. ,213583,Lost
83,Bbraun Exceed dock temp power,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , Est. ,2900,Lost
84,Conexant Genset UPS removal,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , Est. ,35000,Lost
85,IR scan and power outage,Los Angeles, 11 LA , TI , Select Bid List , Design/Build , Doyle , Est. ,2200,Awarded
86,Bbraun new outlet,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , Est. ,2114,Awarded
87,First American branch circuit monitor,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , Est. ,150000,Awarded
89,610 & 620 Conference Centers,Newport Beach, 441 OC , TI , Competitive , Engineered , Frank , Est. ,50225,Lost
90,TVG Preaction Ayatem,LA, 11 LA , Fire Alarm , Select Bid List , Engineered , Ron , P.M. ,3800,Lost
91,Hoag Elevator Equipment Modernization,Newport Beach, 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,27560,Awarded
94,PIMCO Off Site Traning Room Survey,Newport Beach, 441 OC , TI , Negotiated , Engineered , Jeff P. , Est. ,1440,Awarded
95,Youngs LA car charger outlers,Los Angeles, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2790,Awarded
96,Hoag SPD Make Ready ,Newport Beach, 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,25630,Awarded
97,Bbraun Control Conduit ,Irvine, 441 OC , Comercial , Select Bid List , Design/Build , Doyle , S.P. ,1000,Awarded
98,Bbraun Titan Packing and Overrap,Irvine, 441 OC , Comercial , Select Bid List , Design/Build , Doyle , S.P. ,8164,Awarded
99,Sage Renovations,Irvine, 441 OC , TI , Competitive , Engineered , Frank , Est. ,227080,Lost
100,Baxter Frac Centifuge 5 6 7 8,Los Angeles, 441 OC , Comercial , Select Bid List , Design/Build , Doyle , S.P. ,3000,Awarded
101,PIMCO Off Site Traning Room TI,Newport Beach, 441 OC , TI , Select Bid List , Engineered , Frank , Est. ,70343,Awarded
102,Thalas Suite 150,Irvine, 441 OC , TI , Competitive , Engineered , Rudy , Est. ,343785,Lost
103,Pacific Medical Service Refeed,Los Alamitos, 441 OC , Site , Select Bid List , Design/Build , Doyle , S.P. ,56500,Lost
104,Stradling,Newport Beach, 441 OC , TI , Competitive , Engineered , Frank , Est. ,43630,Lost
105,Telepacific new circuit White Rd,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1600,Awarded
106,Hoag DDC power back bone,Newport Beach, 441 OC , Hospital , Select Bid List , Design/Build , Bill , P.M. ,8200,Awarded
107,Synergy,Fountain Valley, 441 OC , TI , Competitive , Engineered , Frank , Est. ,412566,Lost
109,Bbraun Cafeteria wire pull,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,8000,Awarded
111,Cal Optima 4th Floor,Orange, 441 OC , TI , Competitive , Engineered , Rudy , Est. ,231043,Awarded
112,Hoag Sterile Processing Dept. (SPD),Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Rudy , Est. ,201770,Awarded
113,Pacific Trust Bank,Costa Mesa, 441 OC , TI , Budget , Design/Build , Frank , Est. ,2536,Lost
114,Bbraun Cooler outlets,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,6389,Awarded
115,Ceder Glenn Meg Feeders,Anaheim, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1695,Awarded
116,EMC 2014 Service Rates,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,30000,Awarded
118,Chevron Central Reliability,El Segundo, 11 LA , Fire Alarm , Select Bid List , Engineered , Ron , P.M. ,48000,Awarded
119,Youngs Car Buck Boost Unite,Tustin, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1980,Awarded
120,Hoag W/ Tower 2nd Floor,Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Jeff P. , Est. ,1009600,Awarded
122,"Oculus VR, Inc.",Irvine, 441 OC , TI , Competitive , Engineered , Frank , Est. ,449614,Lost
124,Baxter Room 419 Centrifuge Power,Los Angeles, 441 OC , Specialty , Select Bid List , Design/Build , Doyle , S.P. ,1300,Awarded
125,Newport Lido Suite 209 Circuit,Newport Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1340,Awarded
127,Goldman Law office copier and data outlet,Santa Ana, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,956,Awarded
128,Accretive SJC MOB,San Juan Capistrano, 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,302520,Lost
129,HHNB AH-10 DDC Controls,Newport Beach, 441 OC , Hospital , Negotiated , Design/Build , Frank , Est. ,15100,Awarded
130,Thales Relay replacement,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,450,Awarded
131,Thales 5 Roof top AC disc replace,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,2387,Awarded
134,EMC2 4th floor outlet add,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1038,Awarded
137,H Hendy circuit survey,Lake Forest, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1570,Awarded
138,College Hospital K1 Panel renovate,Costa Mesa, 441 OC , Hospital , Select Bid List , Design/Build , Doyle , S.P. ,15223,Awarded
140,OCMMC Angio Room,Fountain Valley, 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,188040,Lost
141,PAAMCO add outlets for TV,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1378,Lost
142,Cal Optima 8th & 9th Floors,Orange, 441 OC , TI , Competitive , Engineered , Frank , Est. ,9533,Lost
143,"Cal Optima 1st, 2nd, 5th, 9th, and 10th",Orange, 441 OC , TI , Competitive , Engineered , Rudy , Est. ,306837,Lost
144,SpaceX Tube Bending 2000A Service,Hawthorne, 11 LA , Industrial , Budget , Design/Build , Frank , Est. ,271403,Lost
145,8055 Newport Center,Irvine, 441 OC , Comercial , Select Bid List , Engineered , Frank , Est. ,8921918,Lost
147,Pacific Life 700-1 Office Alterations,Newport Beach, 441 OC , TI , Budget , Design/Build , Frank , Est. ,8163,Awarded
148,Bixby Emon meter and new outlet,Seal Beach, 441 OC , TI , Select Bid List , Design/Build , Doyle , Est. ,1870,Lost
149,"Chapman LED retrofit 6"" cans",Orange, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,7500,Awarded
150,Time Warner Outlets,Anaheim, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1700,Awarded
151,Emser tile charger circuit,Anaheim, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,4930,Lost
152,Vision Center TI budget,Huntington Beach, 441 OC , TI , Budget , Design/ Assist , Doyle , S.P. ,98239,Lost
153,Hoag SPD & DME Controls,Newport Beach, 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,19910,Awarded
154,Sub meterting for existing building,Lake Forest, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,6055,Awarded
155,Hoag Gamma Camera Replacment,Newport Beach, 441 OC , Hospital , Select Bid List , Engineered , Jeff P. , Est. ,3500,Lost
157,Time Warner demo power,Bellflower, 441 OC , TI , Select Bid List , Design/ Assist , Doyle , S.P. ,1870,Awarded
159,Blizzard B6 2nd Floor Lobby,Irvine, 441 OC , TI , Select Bid List , Engineered , Rudy , Est. ,2625,Awarded
160,Thales Load Study,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1300,Awarded
161,Thales Area 51 RF Power,Irvine, 441 OC , TI , Budget , Design/Build , Frank , Est. ,33303,Lost
163,FVRH Em. Gen & Service Upgrade,Fountain Valley, 441 OC , Hospital , Select Bid List , Engineered , Rudy , Est. ,1134190,Awarded
164,Arrow Business TI,Rancho Cucamonga, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,201340,Lost
165,Del Frisco's Grill,Irvine, 441 OC , TI , Competitive , Engineered , Steve  , Est. ,345392,Lost
166,Chapman Dance Studio,Orange, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,750,Awarded
167,Long Beach Port Restroom Remodel,Long Beach, 441 OC , Industrial , Public Works , Engineered , Doyle , S.P. ,15980,Awarded
168,College Hospital additional outlets,Costa Mesa, 441 OC , Hospital , Select Bid List , Design/Build , Doyle , S.P. ,4457,Awarded
170,Time Warner Ballast and contactor,Los Angeles, 441 OC , TI , Negotiated , Design/Build , Doyle , S.P. ,1972,Awarded
172,Ready at Dawn 6 outlets,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1684,Awarded
173,Pacific Life Network Refresh,Newport Beach, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,11195,Awarded
174,Pacific Life Data Center Whips,Newport Beach, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,2507,Awarded
175,Pacific Life Print Room Rack Ground,Newport Beach, 441 OC , TI , Negotiated , Design/Build , Frank , Est. ,980,Awarded
176,Hoag CDCR Site Upgrades,Newport Beach, 441 OC , Hospital , Competitive , Engineered , Rudy , Est. ,11266,Awarded
177,Bbraun Steralyzer Control Panel,Irvine, 441 OC , Industrial , Select Bid List , Design/Build , Doyle , S.P. ,2889,Awarded
178,Pacific Life Tenant Improvement,Newport Beach, 441 OC , TI , Competitive , Engineered , Frank , Est. ,389042,Awarded
179,Aviation Capital,Newport Beach, 441 OC , TI , Competitive , Engineered , Steve  , Est. ,435176,Awarded
180,Hoag CDU Lighting Upgrade,Newport Beach, 441 OC , Hospital , Budget , Design/Build , Rudy , Est. ,99510,Lost
181,TK1SC Server outlets riverside,Riverside, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,1250,Awarded
184,Bbraun Duplex AC add,Irvine, 441 OC , TI , Select Bid List , Design/Build , Doyle , S.P. ,6997,Awarded
185,Regus Cerritos Towne Center #2891,Cerritos, 11 LA , TI , Competitive , Engineered , Steve  , Est. ,145187,Awarded
186,Thales Suite 250,Irvine, 441 OC , TI , Competitive , Engineered , Rudy , Est. ,16395,Awarded
187,LLUMC CT Replacement,Loma Linda, 477 SB , Hospital , Competitive , Engineered , Rudy , Est. ,66610,Lost
